OID_,WKR_NR,WKR_NAME,AGS,GEN,AREA,PERCENTAGE
54,10,Herzogtum Lauenburg – Stormarn-Süd,01062,Stormarn,278148178.584850370883942,20.624904279816057
55,10,Herzogtum Lauenburg – Stormarn-Süd,02000,Hamburg,41132.931760211926303,0.003050038956282
56,10,Herzogtum Lauenburg – Stormarn-Süd,03353,Harburg,217341.749413653335068,0.016116060153516
57,10,Herzogtum Lauenburg – Stormarn-Süd,03355,Lüneburg,604.931422604072395,0.000044856136576
58,10,Herzogtum Lauenburg – Stormarn-Süd,13074,Nordwestmecklenburg,36686.811819749171264,0.002720355696606
59,10,Herzogtum Lauenburg – Stormarn-Süd,13076,Ludwigslust-Parchim,11605.405839583836496,0.000860549890305
60,11,Lübeck,01003,Lübeck,211441204.324707239866257,52.386679704074922
61,11,Lübeck,01053,Herzogtum Lauenburg,191947693.883369177579880,47.556966919095821
62,11,Lübeck,01055,Ostholstein,152259.536011649121065,0.037723827625783
63,11,Lübeck,01062,Stormarn,71896.531014147403766,0.017813086877278
64,11,Lübeck,13074,Nordwestmecklenburg,3253.152920781554712,0.000806001274130
65,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,01003,Lübeck,6485.090362297298270,0.000178131244539
66,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,01053,Herzogtum Lauenburg,76260.288296963146422,0.002094703281573
67,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,03354,Lüchow-Dannenberg,5280.550943651036505,0.000145045181931
68,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,03355,Lüneburg,166502.338925221178215,0.004573454985879
69,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,12070,Prignitz,91292.145935876484145,0.002507595525067
70,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,13004,Schwerin,129887483.365659773349762,3.567725007567117
71,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,13074,Nordwestmecklenburg,983727543.335630416870117,27.020843471966099
72,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,13076,Ludwigslust-Parchim,2526664010.449027538299561,69.401932674461960
73,13,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,12070,Prignitz,20242.021804226013046,0.000514581231571
74,13,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,13004,Schwerin,191835.954682205192512,0.004876745157909
75,13,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,13071,Mecklenburgische Seenplatte,98661.557381806676858,0.002508118319272
76,13,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,13072,Rostock,552933313.644773364067078,14.056358019178116
77,13,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,13074,Nordwestmecklenburg,1141113561.005215167999268,29.008743655357382
78,13,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,13076,Ludwigslust-Parchim,2239309372.885708808898926,56.926456562182373
79,14,Rostock – Landkreis Rostock II,13003,Rostock,181522827.425675421953201,18.253351572676667
80,14,Rostock – Landkreis Rostock II,13072,Rostock,812741408.003995656967163,81.726661425233047
81,14,Rostock – Landkreis Rostock II,13073,Vorpommern-Rügen,198761.566790035605663,0.019986823746672
82,15,Vorpommern-Rügen – Vorpommern-Greifswald I,13071,Mecklenburgische Seenplatte,22132.770235340645741,0.000636688018549
83,15,Vorpommern-Rügen – Vorpommern-Greifswald I,13072,Rostock,500584.461292656662408,0.014400191453117
84,15,Vorpommern-Rügen – Vorpommern-Greifswald I,13073,Vorpommern-Rügen,3215080105.972685813903809,92.487427483388430
85,15,Vorpommern-Rügen – Vorpommern-Greifswald I,13075,Vorpommern-Greifswald,260435536.402205586433411,7.491885736330388
86,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,12073,Uckermark,155145.327209506591316,0.003114724707936
87,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,13071,Mecklenburgische Seenplatte,1283521730.498783588409424,25.768206616748390
88,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,13073,Vorpommern-Rügen,71023.773207855789224,0.001425885685636
89,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,13075,Vorpommern-Greifswald,3697055235.290094852447510,74.222727136427537
90,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,12065,Oberhavel,5461.929954269363407,0.000086941164634
91,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,12068,Ostprignitz-Ruppin,27794.230350313511735,0.000442419213902
92,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,13071,Mecklenburgische Seenplatte,4216819067.357773780822754,67.121908159899519
93,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,13072,Rostock,2064272693.401969194412231,32.858398695852685
94,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,13073,Vorpommern-Rügen,203662.279757877142401,0.003241827695043
95,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,13074,Nordwestmecklenburg,171748.392102006706409,0.002733833161238
96,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,13075,Vorpommern-Greifswald,311440.883754918584600,0.004957411276774
97,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,13076,Ludwigslust-Parchim,517083.043851255497430,0.008230754041380
98,18,Hamburg-Mitte,01062,Stormarn,7603.540664901313903,0.006542486963088
99,18,Hamburg-Mitte,02000,Hamburg,115368785.454368039965630,99.269380943368162
100,19,Hamburg-Altona,01056,Pinneberg,58996.879699324352259,0.075913464617894
101,19,Hamburg-Altona,02000,Hamburg,77656965.550250560045242,99.924086437735667
102,20,Hamburg-Eimsbüttel,01056,Pinneberg,5062.823148867683813,0.010144906763703
103,20,Hamburg-Eimsbüttel,02000,Hamburg,49900010.264189235866070,99.989854820675987
104,21,Hamburg-Nord,01060,Segeberg,6510.535273493107525,0.005688368156146
105,21,Hamburg-Nord,01062,Stormarn,7467.151164399715526,0.006524180135179
106,21,Hamburg-Nord,02000,Hamburg,114439500.860529765486717,99.987786741697036
107,22,Hamburg-Wandsbek,01062,Stormarn,41213.634026588464621,0.052351750095624
108,22,Hamburg-Wandsbek,02000,Hamburg,78683248.817671403288841,99.947647813756632
109,23,Hamburg-Bergedorf – Harburg,01053,Herzogtum Lauenburg,2986.850623802868995,0.000946919131280
110,23,Hamburg-Bergedorf – Harburg,01062,Stormarn,131.959482671801879,0.000041835021042
111,23,Hamburg-Bergedorf – Harburg,02000,Hamburg,315297632.392686069011688,99.958584396738146
112,23,Hamburg-Bergedorf – Harburg,03353,Harburg,127313.634912202265696,0.040362151227248
113,23,Hamburg-Bergedorf – Harburg,03359,Stade,204.921904904453385,0.000064966245927
114,24,Aurich – Emden,03402,Emden,111541382.269742742180824,7.932402963188396
115,24,Aurich – Emden,03452,Aurich,1293339395.772343397140503,91.977426195262524
116,24,Aurich – Emden,03457,Leer,69347.751135134589276,0.004931750847990
117,24,Aurich – Emden,03462,Wittmund,14164.856675083092341,0.001007351251851
118,25,Unterems,03402,Emden,94519.130031207168940,0.003639808535120
119,25,Unterems,03451,Ammerland,153793.921690691902768,0.005922403524393
120,25,Unterems,03452,Aurich,204546.785876488895155,0.007876830191082
121,25,Unterems,03453,Cloppenburg,73079.493999506463297,0.002814196088282
122,25,Unterems,03454,Emsland,1511059195.068275690078735,58.188920628716254
123,25,Unterems,03455,Friesland,0.279298875986569,0.000000010755436
124,25,Unterems,03456,Grafschaft Bentheim,12636.836430338875289,0.000486628104606
125,25,Unterems,03457,Leer,1084739420.067286968231201,41.771901605934801
126,26,Friesland – Wilhelmshaven – Wittmund,03405,Wilhelmshaven,108079491.752840697765350,7.784985480005732
127,26,Friesland – Wilhelmshaven – Wittmund,03451,Ammerland,43140.319352862265077,0.003107405061942
128,26,Friesland – Wilhelmshaven – Wittmund,03452,Aurich,56835.657691012063879,0.004093882777345
129,26,Friesland – Wilhelmshaven – Wittmund,03455,Friesland,617568662.329545140266418,44.483583251266609
130,26,Friesland – Wilhelmshaven – Wittmund,03457,Leer,1772.782460142057971,0.000127693843555
131,26,Friesland – Wilhelmshaven – Wittmund,03461,Wesermarsch,4878.869759210392658,0.000351425877549
132,26,Friesland – Wilhelmshaven – Wittmund,03462,Wittmund,658780713.290849924087524,47.452094789687870
133,27,Oldenburg – Ammerland,03403,Oldenburg (Oldb),103612428.906622588634491,12.441262270652210
134,27,Oldenburg – Ammerland,03451,Ammerland,729101360.350798606872559,87.546844927151440
135,27,Oldenburg – Ammerland,03453,Cloppenburg,18116.913345642551576,0.002175388347193
136,27,Oldenburg – Ammerland,03455,Friesland,12574.973027280881070,0.001509939870436
137,27,Oldenburg – Ammerland,03457,Leer,29063.517876090951177,0.003489801872419
138,27,Oldenburg – Ammerland,03458,Oldenburg,18989.367373914396012,0.002280148263540
139,27,Oldenburg – Ammerland,03461,Wesermarsch,20299.262680274921877,0.002437433940804
140,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03251,Diepholz,30908.377909331858973,0.001577015478069
141,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03352,Cuxhaven,6460.080219779642903,0.000329607931094
142,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03356,Osterholz,42388.855853238252166,0.002162775477066
143,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03401,Delmenhorst,62357172.140200212597847,3.181604221424986
144,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03403,Oldenburg (Oldb),18777.043238857550023,0.000958047294068
145,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03451,Ammerland,122959.451107845117804,0.006273669816669
146,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03453,Cloppenburg,41016.536967344647564,0.002092756657889
147,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03455,Friesland,5505.003800865696576,0.000280877768036
148,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03458,Oldenburg,1064122148.913071036338806,54.293923295328952
149,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03460,Vechta,49740.169517903472297,0.002537856158017
150,28,Delmenhorst – Wesermarsch – Oldenburg-Land,03461,Wesermarsch,826959270.732127189636230,42.193335849039926
151,28,Delmenhorst – Wesermarsch – Oldenburg-Land,04011,Bremen,79553.005319083240465,0.004058974595275
152,28,Delmenhorst – Wesermarsch – Oldenburg-Land,04012,Bremerhaven,9692.023748274492391,0.000494509013371
153,29,Cuxhaven – Stade II,01061,Steinburg,17366.276443171838764,0.000674852525407
154,29,Cuxhaven – Stade II,03352,Cuxhaven,2056555533.135441780090332,79.917632298337764
155,29,Cuxhaven – Stade II,03356,Osterholz,84378.010596961263218,0.003278924743973
156,29,Cuxhaven – Stade II,03357,Rotenburg (Wümme),84333.820649609377142,0.003277207525106
157,29,Cuxhaven – Stade II,03359,Stade,515783955.776054143905640,20.043335499065318
158,29,Cuxhaven – Stade II,03461,Wesermarsch,36654.008128065310302,0.001424372693390
159,29,Cuxhaven – Stade II,04012,Bremerhaven,32081.503405956798815,0.001246685417177
160,30,Stade I – Rotenburg II,01056,Pinneberg,11310.482445094085051,0.000574096458844
161,30,Stade I – Rotenburg II,02000,Hamburg,743.722703288467756,0.000037749810620
162,30,Stade I – Rotenburg II,03352,Cuxhaven,58834.422039537683304,0.002986312344765
163,30,Stade I – Rotenburg II,03353,Harburg,63695.159094045557140,0.003233033202510
164,30,Stade I – Rotenburg II,03356,Osterholz,59755.153498411156761,0.003033046750008
165,30,Stade I – Rotenburg II,03357,Rotenburg (Wümme),1219886373.604548692703247,61.918883715013706
166,30,Stade I – Rotenburg II,03359,Stade,750055536.870051383972168,38.071252021636411
167,31,Mittelems,03453,Cloppenburg,115748.957697767153149,0.004919436926044
168,31,Mittelems,03454,Emsland,1370948910.516671180725098,58.266586829452827
169,31,Mittelems,03456,Grafschaft Bentheim,981702435.557323336601257,41.723254428590558
170,31,Mittelems,03459,Osnabrück,14332.105067335385684,0.000609127618067
171,31,Mittelems,05566,Steinfurt,107270.291081614792347,0.004559085813907
172,32,Cloppenburg – Vechta,03251,Diepholz,95124.313977750600316,0.004259834164308
173,32,Cloppenburg – Vechta,03451,Ammerland,68613.502344658903894,0.003072633369939
174,32,Cloppenburg – Vechta,03453,Cloppenburg,1419860646.342350721359253,63.583858184350284
175,32,Cloppenburg – Vechta,03454,Emsland,53982.997227258798375,0.002417453606385
176,32,Cloppenburg – Vechta,03457,Leer,20706.695279352934449,0.000927282250903
177,32,Cloppenburg – Vechta,03458,Oldenburg,83400.912774322641781,0.003734839629473
178,32,Cloppenburg – Vechta,03459,Osnabrück,169952.995505396218505,0.007610794194528
179,32,Cloppenburg – Vechta,03460,Vechta,812699619.030344843864441,36.394118997535344
180,33,Diepholz – Nienburg I,03251,Diepholz,1988933571.191115856170654,79.913883767915806
181,33,Diepholz – Nienburg I,03256,Nienburg (Weser),499632493.739235162734985,20.074865048127108
182,33,Diepholz – Nienburg I,03361,Verden,151240.682949830748839,0.006076739079322
183,33,Diepholz – Nienburg I,03401,Delmenhorst,17055.905861696981447,0.000685293716357
184,33,Diepholz – Nienburg I,03458,Oldenburg,16147.992519701068886,0.000648814427991
185,33,Diepholz – Nienburg I,03459,Osnabrück,263.449367763553141,0.000010585201265
186,33,Diepholz – Nienburg I,03460,Vechta,3626.460397318393916,0.000145708503732
187,33,Diepholz – Nienburg I,04011,Bremen,65434.626424121051969,0.002629115022340
188,33,Diepholz – Nienburg I,05770,Minden-Lübbecke,26255.691839495568274,0.001054934330789
189,34,Osterholz – Verden,03251,Diepholz,90428.481502868307871,0.006273966514591
190,34,Osterholz – Verden,03256,Nienburg (Weser),33267.582149851485156,0.002308119001456
191,34,Osterholz – Verden,03352,Cuxhaven,42050.170769755401125,0.002917458735984
192,34,Osterholz – Verden,03356,Osterholz,652527858.269804239273071,45.272660389553351
193,34,Osterholz – Verden,03357,Rotenburg (Wümme),210393.586159494327148,0.014597196508353
194,34,Osterholz – Verden,03358,Heidekreis,45675.638130178507708,0.003168995203709
195,34,Osterholz – Verden,03361,Verden,788126035.594432830810547,54.680519615269453
196,34,Osterholz – Verden,03461,Wesermarsch,8760.008758179314100,0.000607773134116
197,34,Osterholz – Verden,04011,Bremen,244254.094304191297852,0.016946452967560
198,35,Rotenburg I – Heidekreis,03241,Region Hannover,72650.698616569672595,0.002658527027261
199,35,Rotenburg I – Heidekreis,03256,Nienburg (Weser),56169.093409038978280,0.002055411107783
200,35,Rotenburg I – Heidekreis,03351,Celle,468685.981485647556838,0.017150755227477
201,35,Rotenburg I – Heidekreis,03353,Harburg,51233.069734070137201,0.001874785833739
202,35,Rotenburg I – Heidekreis,03355,Lüneburg,63556.260599900633679,0.002325731751710
203,35,Rotenburg I – Heidekreis,03357,Rotenburg (Wümme),852009291.233234763145447,31.177810693543410
204,35,Rotenburg I – Heidekreis,03358,Heidekreis,1879754533.148191928863525,68.786375439632408
205,35,Rotenburg I – Heidekreis,03360,Uelzen,136978.442610063531902,0.005012489883310
206,35,Rotenburg I – Heidekreis,03361,Verden,129428.213342636649031,0.004736202263897
207,36,Harburg,01053,Herzogtum Lauenburg,2780.856121759651614,0.000222815663855
208,36,Harburg,02000,Hamburg,75159.628064001357416,0.006022153498389
209,36,Harburg,03353,Harburg,1247676795.785939216613770,99.969909034180461
210,36,Harburg,03355,Lüneburg,177250.995607907738304,0.014202208430091
211,36,Harburg,03357,Rotenburg (Wümme),194.082268668804545,0.000015550811564
212,36,Harburg,03358,Heidekreis,12005.535655778894579,0.000961941675495
213,36,Harburg,03359,Stade,108161.986605200159829,0.008666462338964
214,37,Lüchow-Dannenberg – Lüneburg,01053,Herzogtum Lauenburg,55729.019430906366324,0.002183330376491
215,37,Lüchow-Dannenberg – Lüneburg,03353,Harburg,141844.229965512437047,0.005557119417786
216,37,Lüchow-Dannenberg – Lüneburg,03354,Lüchow-Dannenberg,1225793547.512734174728394,48.023674468364561
217,37,Lüchow-Dannenberg – Lüneburg,03355,Lüneburg,1326142463.773317098617554,51.955106231510904
218,37,Lüchow-Dannenberg – Lüneburg,03358,Heidekreis,83279.244985802273732,0.003262682659151
219,37,Lüchow-Dannenberg – Lüneburg,03360,Uelzen,122598.090282655437477,0.004803101460376
220,37,Lüchow-Dannenberg – Lüneburg,12070,Prignitz,34496.727988277438271,0.001351499719096
221,37,Lüchow-Dannenberg – Lüneburg,13076,Ludwigslust-Parchim,97301.505781218394986,0.003812041471747
222,37,Lüchow-Dannenberg – Lüneburg,15081,Altmarkkreis Salzwedel,3574.469754782674499,0.000140039219695
223,37,Lüchow-Dannenberg – Lüneburg,15090,Stendal,2795.249183605188591,0.000109511211838
224,38,Osnabrück-Land,03251,Diepholz,4980.218519251625366,0.000259996111418
225,38,Osnabrück-Land,03404,Osnabrück,76798.947716806054814,0.004009347720427
226,38,Osnabrück-Land,03453,Cloppenburg,47224.381426406900573,0.002465384899787
227,38,Osnabrück-Land,03454,Emsland,104575.038977123869699,0.005459419778544
228,38,Osnabrück-Land,03459,Osnabrück,1914512904.816551446914673,99.948608397081614
229,38,Osnabrück-Land,03460,Vechta,470466.532217220345046,0.024561064631224
230,38,Osnabrück-Land,05566,Steinfurt,74136.581314910115907,0.003870356849045
231,38,Osnabrück-Land,05570,Warendorf,2442.686823538429508,0.000127522331215
232,38,Osnabrück-Land,05754,Gütersloh,16376.722740743178292,0.000854959318333
233,38,Osnabrück-Land,05758,Herford,50970.481800578163529,0.002660952930889
234,38,Osnabrück-Land,05770,Minden-Lübbecke,136432.697313253389439,0.007122573163134
235,39,Stadt Osnabrück,03404,Osnabrück,120026154.306971326470375,36.943787393121177
236,39,Stadt Osnabrück,03459,Osnabrück,204813011.178233057260513,63.040996222888346
237,39,Stadt Osnabrück,05566,Steinfurt,49436.686764079655404,0.015216503900987
238,40,Nienburg II – Schaumburg,03241,Region Hannover,401743.684990465524606,0.025488122013138
239,40,Nienburg II – Schaumburg,03251,Diepholz,289046.922092986002099,0.018338217856499
240,40,Nienburg II – Schaumburg,03252,Hameln-Pyrmont,179616.752449608058669,0.011395558593902
241,40,Nienburg II – Schaumburg,03256,Nienburg (Weser),899820350.654037714004517,57.087968633330867
242,40,Nienburg II – Schaumburg,03257,Schaumburg,675324066.694726228713989,42.845084698050748
243,40,Nienburg II – Schaumburg,03358,Heidekreis,117062.200495052602491,0.007426863845825
244,40,Nienburg II – Schaumburg,05766,Lippe,8763.606688046747877,0.000555995986708
245,40,Nienburg II – Schaumburg,05770,Minden-Lübbecke,58979.738544250358245,0.003741895214494
246,41,Stadt Hannover I,03241,Region Hannover,113718731.180642217397690,100.000000022873195
247,42,Stadt Hannover II,03241,Region Hannover,90466449.860781595110893,100.000000003038323
248,43,Hannover-Land I,03241,Region Hannover,1134268694.362322807312012,99.914355270282130
249,43,Hannover-Land I,03256,Nienburg (Weser),248045.694162021798547,0.021849607357541
250,43,Hannover-Land I,03257,Schaumburg,131566.857878199021798,0.011589333149345
251,43,Hannover-Land I,03351,Celle,520468.628379729983862,0.045846533278611
252,43,Hannover-Land I,03358,Heidekreis,72191.276384597498691,0.006359114795248
253,44,Celle – Uelzen,03151,Gifhorn,349200.303819606022444,0.011599339655078
254,44,Celle – Uelzen,03241,Region Hannover,314118.363319533236790,0.010434027542893
255,44,Celle – Uelzen,03351,Celle,1548225164.644556522369385,51.427187636491524
256,44,Celle – Uelzen,03354,Lüchow-Dannenberg,70209.081388991733547,0.002332125639623
257,44,Celle – Uelzen,03355,Lüneburg,248363.036662748578237,0.008249841676844
258,44,Celle – Uelzen,03358,Heidekreis,283683.062519826868083,0.009423062238399
259,44,Celle – Uelzen,03360,Uelzen,1461028085.872367382049561,48.530773966325647
260,45,Gifhorn – Peine,03101,Braunschweig,233740.672491506818915,0.012845704357120
261,45,Gifhorn – Peine,03102,Salzgitter,77279.579979405592894,0.004247059900514
262,45,Gifhorn – Peine,03103,Wolfsburg,29433.872022965122596,0.001617599599000
263,45,Gifhorn – Peine,03151,Gifhorn,1282897944.199442148208618,70.504322315328693
264,45,Gifhorn – Peine,03154,Helmstedt,27524.941376336770190,0.001512690348661
265,45,Gifhorn – Peine,03157,Peine,535396729.924976587295532,29.423839818185243
266,45,Gifhorn – Peine,03241,Region Hannover,264730.958277107041795,0.014548839908589
267,45,Gifhorn – Peine,03254,Hildesheim,245913.526234893099172,0.013514688829113
268,45,Gifhorn – Peine,03351,Celle,285731.726827402773779,0.015702980782720
269,45,Gifhorn – Peine,03360,Uelzen,139061.588951794168679,0.007642418583231
270,45,Gifhorn – Peine,15081,Altmarkkreis Salzwedel,3745.141967950784874,0.000205822059049
271,46,Hameln-Pyrmont – Holzminden,03155,Northeim,310387163.375738799571991,17.225933502324917
272,46,Hameln-Pyrmont – Holzminden,03241,Region Hannover,215974.070988484367263,0.011986175409485
273,46,Hameln-Pyrmont – Holzminden,03252,Hameln-Pyrmont,796862501.857935667037964,44.224446392082996
274,46,Hameln-Pyrmont – Holzminden,03254,Hildesheim,327627.410490534675773,0.018182736442025
275,46,Hameln-Pyrmont – Holzminden,03255,Holzminden,693723505.299520850181580,38.500416194155534
276,46,Hameln-Pyrmont – Holzminden,03257,Schaumburg,200007.452726935996907,0.011100056597614
277,46,Hameln-Pyrmont – Holzminden,05762,Höxter,40955.858606935413263,0.002272977043318
278,46,Hameln-Pyrmont – Holzminden,05766,Lippe,89202.492590568377636,0.004950579105447
279,46,Hameln-Pyrmont – Holzminden,06633,Kassel,12818.906847376179940,0.000711426447292
280,47,Hannover-Land II,03151,Gifhorn,10893.465268515472417,0.001139043381945
281,47,Hannover-Land II,03157,Peine,151592.753734396479558,0.015850853574663
282,47,Hannover-Land II,03241,Region Hannover,955693950.607955574989319,99.929346885664145
283,47,Hannover-Land II,03252,Hameln-Pyrmont,50871.357819815697439,0.005319214962999
284,47,Hannover-Land II,03254,Hildesheim,306255.594250513997395,0.032022721807611
285,47,Hannover-Land II,03257,Schaumburg,2052.568463621959381,0.000214620826968
286,47,Hannover-Land II,03351,Celle,154040.726514547393890,0.016106818699229
287,48,Hildesheim,03102,Salzgitter,33442.653159990586573,0.002771163064928
288,48,Hildesheim,03153,Goslar,118090.251932980798301,0.009785328422336
289,48,Hildesheim,03155,Northeim,262793.647416506835725,0.021775905336653
290,48,Hildesheim,03157,Peine,82489.218321171108983,0.006835315187849
291,48,Hildesheim,03158,Wolfenbüttel,130522.717652780367644,0.010815521500734
292,48,Hildesheim,03241,Region Hannover,208165.287981461413438,0.017249228244383
293,48,Hildesheim,03252,Hameln-Pyrmont,69071.638798284271616,0.005723492491944
294,48,Hildesheim,03254,Hildesheim,1205767155.708284616470337,99.913645930465336
295,48,Hildesheim,03255,Holzminden,137553.648495802655816,0.011398126468439
296,49,Salzgitter – Wolfenbüttel,03101,Braunschweig,142978.609176955797011,0.011534850311720
